,data,text,sentiment,stats,links
3547,https://twitter.com/mugzoh/status/1695740830332473805#m,Hehehe I know! I was just avoiding that uncomfortable topic,,"Aug 27, 2023 · 10:11 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3548,https://twitter.com/mutindah/status/1695740525314294242#m,*utarudi 😄😄😄,,"Aug 27, 2023 · 10:10 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3549,https://twitter.com/speter_kamau/status/1695740484025508006#m,May your wish be granted..... Na ya makavo ikija?☹️,,"Aug 27, 2023 · 10:10 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3550,https://twitter.com/mugzoh/status/1695739054032073086#m,Kwani ilienda wapi? 😆,,"Aug 27, 2023 · 10:04 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3551,https://twitter.com/mutindah/status/1695734400506364120#m,Itarudi Tu.....,,"Aug 27, 2023 · 9:46 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3552,https://twitter.com/mugzoh/status/1695733055351132180#m,Heee!!! @TuskerMaltLager @EABL_PLC @KenyaBreweries should start paying me to be their brand ambassador!,,"Aug 27, 2023 · 9:40 AM UTC","{'comments': 3, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3553,https://twitter.com/GenZ_Journal/status/1695534974647038173#m,Wakubwa wa EABL hawaezi itikia....itakuwa hasara kwao......nani atakunywa keg😅....deep state ndio kusema,,"Aug 26, 2023 · 8:33 PM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 2}"
3554,https://twitter.com/mwendwah1_/status/1695434147664154748#m,@EABL_PLC,,"Aug 26, 2023 · 1:52 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3555,https://twitter.com/Robert_Njangiru/status/1695383012786241974#m,KPLC & KQ are cousins.  How come EABL has never failed to deliver. 😜,,"Aug 26, 2023 · 10:29 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3556,https://twitter.com/weak_spell/status/1695320368599192023#m,Living next to EABL has its perks. Thank y'all for being loyal consumers😂😂,,"Aug 26, 2023 · 6:20 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 30}"
3557,https://twitter.com/Abantu2017/status/1695140144053919952#m,"Personally, this is too ambitious, push for revival of sugar sector, improvement of cassava, sweet potato as well as talk to @EABL_PLC @KenyaBreweries to contract farmers to do finger millet n sorghum, most farmers are small holder n won't wait for coffee n tea bushes to grow",,"Aug 25, 2023 · 6:24 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3558,https://twitter.com/me_right_now_w_/status/1695106631204315548#m,Vitu za eabl naweka kwa chupa ya lemonade ama soda . Siweziichafua hivo😂,,"Aug 25, 2023 · 4:11 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3559,https://twitter.com/notMkala/status/1695102555280269369#m,Ndani ni jd ama kitu ya eabl😂😂,,"Aug 25, 2023 · 3:55 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3560,https://twitter.com/FredFr3ddie/status/1695102046276374930#m,@EABL_PLC This beer is too light. Rudisheni the black and yellow one.,,"Aug 25, 2023 · 3:53 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3561,https://twitter.com/daddiy_konia/status/1695092349305549260#m,Nganuthia,,"Aug 25, 2023 · 3:14 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3562,https://twitter.com/daddiy_konia/status/1695092319551181029#m,😂😂😂😂😂😂😂😂😂😂😂😂,,"Aug 25, 2023 · 3:14 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3563,https://twitter.com/CapitalFMKenya/status/1695089334460850230#m,"In the digital age, focusing on delivering relevant content and experiences to a targeted audience is more important than simply trying to reach a large number of people.  More about digital marketing here: https://bit.ly/3P5N6QR  cc. @msk_kenya, @EABL_PLC #iMarketPodcast #DrinkBetterNotMore",,"Aug 25, 2023 · 3:02 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
3564,https://twitter.com/HisaApp/status/1695085264689872956#m,8  KenGen Co. Plc  $KEGN  9  Kenya Reinsurance Corporation Ltd  $KNRE  10  East African Breweries Plc  $EABL,,"Aug 25, 2023 · 2:46 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3565,https://twitter.com/HisaApp/status/1695081937273045062#m,Top gainers this week at the NSE  1  $HAFR  Home Afrika Plc  KES 0.34  9%  2  $BKG  BK Group Plc  KES 36  8%  3  $EABL  East African Breweries Plc  KES 134.25  7%  4  $NBV  Nairobi Business Ventures Plc  KES 3.25  6%  5  $SCBK  Standard Chartered Bank Kenya Plc  KES 159.25  6%,,"Aug 25, 2023 · 2:33 PM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 2}"
3566,https://twitter.com/MwangoCapital/status/1695049944506229204#m,"EABL CFO @risperg: ""A key success factor is having the courage to speak up & make your ambitions known. If u want to become a CFO, u will need to let the key decision-makers know because chances are they will give you the right support to get there""  Link: https://cfo.co.ke/articles/cfo-risper-genga-ohaga-on-courage-and-sacrifice/",,"Aug 25, 2023 · 12:26 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
3567,https://twitter.com/Blockest/status/1695044948284911847#m,"Bruh, nilikwa naenda kasa, all soaps area za eabl, na side ya glass manufactur as early as 2009 but nilikuja jua ngumba estate 2019 tuki drop someone 🤦‍♂️🤦‍♂️🤦‍♂️",,"Aug 25, 2023 · 12:06 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3568,https://twitter.com/PilStarNgayon/status/1695043026111152391#m,"Tuloy na ang pagdribol ng 23-under Open Invitational Conference ng East Asia Basketball League (EABL) sa Setyembre 2 sa Brgy. Jesus Dela Pena Gym, Marikina City.  https://www.philstar.com/pilipino-star-ngayon/palaro/2023/08/25/2291236/eabl-open-invitational-conf-bubuksan-sa-september-2",,"Aug 25, 2023 · 11:58 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3569,https://twitter.com/littleafric/status/1695036474549318142#m,"Does not matter. Noone is driving much anyway. Just like rotich killing the senator/EABL/farmers sorghum economy thru high tax, kk taxes ve come home 'emuty.' Cheebus!!!",,"Aug 25, 2023 · 11:32 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3570,https://twitter.com/UndercoverKe/status/1695036317019910363#m,Mama Pima!  Here is how to tell the makali you're taking is fake: Use cooking oil to measure the 'miscibility' of alcohol!  So you recommend this @EABL_PLC?  Clip: Courtesy  #GovernorJohnsonSakaja #Trump,,"Aug 25, 2023 · 11:32 AM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 3}"
3571,https://twitter.com/bakanjo/status/1695023404410163394#m,Are you delivering the  EABL products now?,,"Aug 25, 2023 · 10:40 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3572,https://twitter.com/thikagreensltd/status/1695017330277818855#m,Inter county Golf Series Finale is fast approaching have you booked your slot?  Our sponsors: @worldnavi_co_ltd @eabl_kenya @muunganomfbank @cicgroupplc @zanna_woman @fcm @edmaxcoffee @certifiedhomesltd @corporatemasterske,,"Aug 25, 2023 · 10:16 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
3573,https://twitter.com/best_gard1/status/1694989753827893299#m,Tulisema EABL ni allies na liver is the enemy?😂,,"Aug 25, 2023 · 8:27 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3574,https://twitter.com/musakuru45/status/1694940104626782703#m,"Oya @Safaricom_Care, mtu akitumia baby mama pesa usiku akiwa mlevi anaweza reverse asubuhi? Ayam very emotional bana, kumbe when eabl said Gu*nness is “made of more.” they meant emotions? kino sana!",,"Aug 25, 2023 · 5:09 AM UTC","{'comments': 2, 'retweets': 2, 'quotes': 1, 'likes': 13}"
3575,https://twitter.com/Kimkay2096/status/1694826629229367393#m,This post was sponsered by EABL 😅,,"Aug 24, 2023 · 9:38 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3576,https://twitter.com/ZeeroBrain/status/1694743942263128223#m,You may think we work at EABL - Home pub is open,,"Aug 24, 2023 · 4:10 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 2}"
3577,https://twitter.com/Dufo69mpararo/status/1694742386646090153#m,Get verified stingy company,,"Aug 24, 2023 · 4:04 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3578,https://twitter.com/Dufo69mpararo/status/1694742264952603071#m,Who said they can't...who cares in the first place,,"Aug 24, 2023 · 4:03 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3579,https://twitter.com/HisaApp/status/1694692129916731804#m,"Top gainers today at the NSE 📉      1.Nairobi Business Ventures Plc ( $NBV, KES 3.26) +9.03%  2.East African Breweries Plc ( $EABL, KES 135.00) +7.14%  3.CIC Insurance Group Plc ( $CIC, KES 2.08) +6.12%  4.Sameer Africa Plc ( $SMER, KES 2.25)  +5.63%",,"Aug 24, 2023 · 12:44 PM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 4}"
3580,https://twitter.com/SignsTvKenya/status/1694658027494785384#m,Signs TV Team at GSU Training School Utawala for a Disability Mainstreaming  #GSU #leavingnoonebehind #inclusion @DCI_Kenya @NPSOfficial_KE @KCBGroup @SafaricomPLC @Ncpwds @KRACare @KRACorporate @nhifkenya @TransparencyUK @EABL_PLC,,"Aug 24, 2023 · 10:28 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3581,https://twitter.com/HisaApp/status/1694651247461011697#m,"Top gainers today at the NSE, 3 hours into today's trading 📉  1.CIC Insurance Group Plc ( $CIC, KES 2.14) +9.18%  2.East African Breweries Plc ( $EABL, KES 135.00) +7.14%  3. Crown Paints Kenya Plc ( $CRWN, KES 41.00)  +3.14%  4.NCBA Group Plc ( $NCBA, KES 37.00)  +1.79%",,"Aug 24, 2023 · 10:01 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 4}"
3582,https://twitter.com/SarakasiTrust/status/1694611016858968103#m,"Let's throwback to the previous #TheHauntedCircus edition, shall we?  @circus254 @DeeJayKace @mixmasterlenny @gmoneyizme @suraj.kenya @eabl_kenya  @monsterenergy @dej_mellow @djdrazen",,"Aug 24, 2023 · 7:22 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 2}"
3583,https://twitter.com/AbanteNews/status/1694601817542582284#m,Didribol na ang EABL 23U Open Invitational simula Setyembre 2. #TunayNaTabloidista #AbanteSports https://www.abante.com.ph/2023/08/24/eabl-23u-open-invitational-aarangkada-sa-setyembre-2/,,"Aug 24, 2023 · 6:45 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3584,https://twitter.com/DoktaRotich/status/1694596096352190707#m,@EABL_PLC when is your anniversary?,,"Aug 24, 2023 · 6:22 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3585,https://twitter.com/Original2Wag/status/1694566850569310489#m,😂😂😂 Wananjua uko na shares at EABL at this point,,"Aug 24, 2023 · 4:26 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3586,https://twitter.com/_eabl_/status/1694467952538436065#m,"VCs are finance types, and financiers live and die by the handshake",,"Aug 23, 2023 · 9:53 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3587,https://twitter.com/_eabl_/status/1694467734887641325#m,Because there’s a ton of venture capital in the Bay Area and many VCS still insist on founders locating near to them despite advances in teleconferencing?,,"Aug 23, 2023 · 9:52 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3588,https://twitter.com/v_vournas/status/1694418193752674701#m,No different from EABL and other brewers selling poison to the young and old! Same wozzup!,,"Aug 23, 2023 · 6:35 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3589,https://twitter.com/yafisnewsnet/status/1694388485853987204#m,EABL bucks trend with return to physical AGM https://yafis.net/?p=63157&feed_id=88895,,"Aug 23, 2023 · 4:37 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3590,https://twitter.com/Iamvisionrz/status/1694388484562104329#m,EABL bucks trend with return to physical AGM https://yafis.net/?p=63157&feed_id=88894,,"Aug 23, 2023 · 4:37 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3591,https://twitter.com/CyrusMuema7/status/1694387831047651399#m,@EABL_PLC @tuskerlite @GuinnessKE,,"Aug 23, 2023 · 4:35 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3592,https://twitter.com/Newsunplugke1/status/1694358906879774997#m,EABL bucks trend with return to physical AGM  https://newsunplug.co.ke/eabl-bucks-trend-with-return-to-physical-agm,,"Aug 23, 2023 · 2:40 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3593,https://twitter.com/aVirtualVoyager/status/1694337955270136188#m,".@EABL_PLC  We're coming for them corporate goodies...in arrears... including but not limited to Novida, et al, to make up for the last 3 years of zero goodies🤣🤣",,"Aug 23, 2023 · 1:17 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3594,https://twitter.com/king_hysteria/status/1694319193691140483#m,"Huku tunaandaa small meeting ya one of my cuzos na task yangu, as per my aunties, ni zile duka za kuuza EABL products 😅",,"Aug 23, 2023 · 12:02 PM UTC","{'comments': 5, 'retweets': 1, 'quotes': 0, 'likes': 10}"
3595,https://twitter.com/BD_Africa/status/1694292144062906740#m,"East African Breweries Plc (EABL) has allowed its investors to physically attend the upcoming annual general meeting (AGM), becoming the first listed firm to do so after the Covid-19 pandemic disruptions. https://bit.ly/3QQhu2R",,"Aug 23, 2023 · 10:15 AM UTC","{'comments': 3, 'retweets': 5, 'quotes': 0, 'likes': 13}"
3596,https://twitter.com/whownskenya/status/1694274502769701119#m,The Treasury has sought to allay fears of financial risks under the government-backed fuel imports that started in April in a bid to reduce monthly dollar demand and stem the free-fall of the shilling.,,"Aug 23, 2023 · 9:04 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3597,https://twitter.com/whownskenya/status/1694274325531054310#m,"East African Breweries Plc (@EABL_PLC) has allowed its investors to physically attend the upcoming annual general meeting (AGM), becoming the first listed firm to do so after the Covid-19 pandemic disruptions.",,"Aug 23, 2023 · 9:04 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3598,https://twitter.com/thetradingbell/status/1694272444779970948#m,"In this week's Trading Bell TV Show episode, we chat with Risper Genga Ohaga, @EABL_PLC  Group's CFO. She talks about their performance and future outlook while discussing with @MrNoahkipkemboi. Stay tuned for #tradingbell updates!",,"Aug 23, 2023 · 8:56 AM UTC","{'comments': 0, 'retweets': 5, 'quotes': 0, 'likes': 9}"
3599,https://twitter.com/ItsMaertin/status/1694267670974144792#m,"East African Breweries Plc (EABL) has allowed its investors to physically attend the upcoming annual general meeting (AGM), becoming the first listed firm to do so after the Covid-19 pandemic disruptions.  -Business Daily",,"Aug 23, 2023 · 8:37 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3600,https://twitter.com/theCorrinthian/status/1694265551332217198#m,I’ve seen data on most customer obsessed brands and eabl is absent. Mmeachana na pombe iyo level.,,"Aug 23, 2023 · 8:29 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3601,https://twitter.com/AIB_AXYSAfrica/status/1694252021694492809#m,"TOP THINGS TO KNOW TODAY. Courtesy of the AIB DigiTrader App EABL has allowed its investors to physically attend the upcoming AGM, becoming the first listed firm to do so after the Covid-19 pandemic disruptions. The firm says it will hold a hybrid AGM next month.",,"Aug 23, 2023 · 7:35 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 7}"
3602,https://twitter.com/mari_mwangi/status/1694248317650133213#m,"#LoudSilence! Now government will #WriteOffSugarIndustryDebts. That means gobblers of the cash go scot-free; no investigations, no arrests, no charges, no jail, #NoFundsRecovery. #Taxpayers foot total bill. How can #corruption die when #embezzlers go free & public pays? 🤷🏽🤷🏽🙆🏽🙆🏽",,"Aug 23, 2023 · 7:20 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3603,https://twitter.com/MwangoCapital/status/1694244331459105096#m,"Insights from the Kenyan Markets yesterday: —EABL was the only other top mover to rise [0.2%] to close at KES 125.25. Also topped foreign buys. —Foreigners were net buyers with net inflows of KES 11.81M [net outflows of KES 0.28M previous session] —FXD1/2023/5Yr was the day’s most traded bond. —Equity was the top mover at 37,237,770 units moved.",,"Aug 23, 2023 · 7:05 AM UTC","{'comments': 2, 'retweets': 1, 'quotes': 1, 'likes': 5}"
3604,https://twitter.com/KTNNewsKE/status/1694228639431233584#m,"This week on the @thetradingbell, we feature Risper Genga Ohaga @EABL_PLC  Group CFO as she speaks with @Noahkipkemboi on their performance and future outlook #tradingbell",,"Aug 23, 2023 · 6:02 AM UTC","{'comments': 1, 'retweets': 1, 'quotes': 0, 'likes': 4}"
3605,https://twitter.com/essteeem/status/1694180725497508287#m,Mko idle 😂mnasema products za @EABL_PLC are the best,,"Aug 23, 2023 · 2:52 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3606,https://twitter.com/muddaskunta/status/1694179800049438736#m,Have you tried Alcohol from EABL?,,"Aug 23, 2023 · 2:48 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 3}"
3607,https://twitter.com/reuben_banks/status/1694178381967888679#m,#eabl #donjulio,,"Aug 23, 2023 · 2:42 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3608,https://twitter.com/MoneyCM_1/status/1694175392972624065#m,"East African Breweries Plc (EABL) has allowed its investors to physically attend the upcoming annual general meeting (AGM), becoming the first listed firm to do so after the Covid-19 pandemic disruptions.",,"Aug 23, 2023 · 2:31 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3609,https://twitter.com/David_Indeje/status/1694046142432952439#m,"The 101st AGM of @EABL_PLCwill be held as a hybrid meeting on Thursday, 14th September 2023. Shareholders will approve a final dividend of Kshs 1.75 per ordinary share for the FY ended 30th June 2023. They will also re/elect Board directors. https://khusoko.com/2023/07/28/eabl-cuts-shareholder-payout-by-half-due-to-drop-in-earnings/",,"Aug 22, 2023 · 5:57 PM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3610,https://twitter.com/MwangoCapital/status/1693992022494097844#m,Markets Today:  🟢Best performer was Williamson Tea: +7.7% to KES 251.50  🔴Worst performer was Sanlam: -7.5% to KES 7.40  🗒️ Notable points: —Foreigners were net buyers [net inflows of  KES 11.81M] —EABL was the top foreign buys & Safaricom was  topped foreign sales.,,"Aug 22, 2023 · 2:22 PM UTC","{'comments': 0, 'retweets': 2, 'quotes': 1, 'likes': 2}"
3611,https://twitter.com/MwirigiCosmas1/status/1693971451710259230#m,"Time to give male influencers gigs  #ifike EABL, KBL, Keroche @EABL_PLC @KenyaBreweries @keroche",,"Aug 22, 2023 · 1:00 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3612,https://twitter.com/thetradingbell/status/1693969054640349409#m,Join us on the trading bell this week as we dive into @EABL_PLC 's year-end performance for June 2023. Don't miss the insightful discussion with the Group CFO Ms. Risper Ohaga and @MrNoahkipkemboi #Thetradingbell @KTNNewsKE @NSE_PLC,,"Aug 22, 2023 · 12:51 PM UTC","{'comments': 1, 'retweets': 2, 'quotes': 0, 'likes': 3}"
3613,https://twitter.com/CapitalFMKenya/status/1693956186024878101#m,"Adaptability, having a customer-centric approach, and using data-driven decision-making are some key shifts marketers need to be aware of.  Catch up on the latest episode of the #iMarketPodcast: https://bit.ly/3P5N6QR  cc. @msk_kenya, @EABL_PLC #DrinkBetterNotMore #KeepWalking",,"Aug 22, 2023 · 12:00 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3614,https://twitter.com/BillShrek/status/1693948617621446795#m,Angalia eabl siku hizi,,"Aug 22, 2023 · 11:29 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3615,https://twitter.com/Kevlan_/status/1693923919370051644#m,Not for everyone. I see EABL or Safaricom no second thoughts about getting my ticket.,,"Aug 22, 2023 · 9:51 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3616,https://twitter.com/ChegeAloysius/status/1693912737909276841#m,How many have you witnessed? How many lives have eabl and BAT destroyed allover the country? Brainwash/whitewash working on many,,"Aug 22, 2023 · 9:07 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3617,https://twitter.com/Iam_meista/status/1693903998489706585#m,Gari humake deliveries za cigarette hukuwa na escort ya armed police...sijawai one lorry ya EABL na escort,,"Aug 22, 2023 · 8:32 AM UTC","{'comments': 1, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3618,https://twitter.com/SokoAnalyst/status/1693875220526874873#m,"Equity turnover climbed 35.4%w/w to USD 11.7m as foreign investor trading increased. Safaricom reclaimed the top mover position, accounting for 43.4% of trading activity followed by EABL at 17.6%. - Soko Directory https://sokodirectory.com/2023/08/all-benchmark-indices-closed-in-the-red-nse-20-retreats-3-9/",,"Aug 22, 2023 · 6:38 AM UTC","{'comments': 3, 'retweets': 1, 'quotes': 0, 'likes': 0}"
3619,https://twitter.com/bankelele/status/1693870270405116114#m,"East African Breweries is one of the first large listed companies to return to physical AGMs - on Sept 12 at Nairobi's Safari Park Hotel with a virtual option for its 26,000 shareholders. @EABL_PLC @Diageo_News https://bankelele.co.ke/category/eabl",,"Aug 22, 2023 · 6:18 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3620,https://twitter.com/Anagram254/status/1693722917542977962#m,"Quite cheeky of @NationAfrica to place EABL's financial results side by side with the story about ""Mathe wa Ngara"".",,"Aug 21, 2023 · 8:33 PM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 1}"
3621,https://twitter.com/OwinoSugu/status/1693703547831873689#m,"cool your pants poor lass! The milk market is less than 20% of their business. Brookside just like EABL,  and safaricom are significantly foreign owned by French companies.  The local shareholders are just the face. Again which basics will shift in the value chain?",,"Aug 21, 2023 · 7:16 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 12}"
3622,https://twitter.com/gavanaCFC/status/1693695589177754027#m,"In a world where you can be anything, be kind #tusker @EABL_PLC",,"Aug 21, 2023 · 6:44 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3623,https://twitter.com/duchessmagazine/status/1693657620278644980#m,"African Female CEOs: EABL's Visionary CEO, Jane Karuku: Brewing Success, Breaking Barriers https://www.duchessinternationalmagazine.com/african-female-ceos-eabls-visionary-ceo-jane-karuku-brewing-success-breaking-barriers/ #DuchessAfrica #AfricanWomenFellowship #DuchessInternationalMagazine #blackexcellence #blackwomen #womenworkshop #womencommunity #womenfellowship #womeninbusiness",,"Aug 21, 2023 · 4:13 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3624,https://twitter.com/Rhodzers/status/1693649229867085933#m,And EABL won't buy that,,"Aug 21, 2023 · 3:40 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3625,https://twitter.com/PesaWall/status/1693634311935705230#m,— Foreign Activity (Volume Traded) at the NSE 21/08/2023:      Top Foreign Buys: — Equity Group: 15.8M — EABL: 13.3M — Safaricom: 10.3M — KCB: 5.13M  — NSE: 99.8K   Top Foreign Sales: — Equity Group: 26.6M  —Safaricom: 13.3M  — COOP: 1.3M  — Britam: 1.2M — KCB: 1.2M,,"Aug 21, 2023 · 2:41 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
3626,https://twitter.com/LemmyGunga/status/1693612079092031971#m,Hio imeandikwa EABL labda ni tablets za tusker,,"Aug 21, 2023 · 1:12 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3627,https://twitter.com/HisaApp/status/1693551092288704602#m,This week's top stock recommendations 📉 by Faida Investment Bank  Long term buy:  1. Safaricom Plc ( $SCOM)  2. East African Breweries Plc ( $EABL)   3. Equity Group Holdings Plc ( $EQTY)  4. The Co-operative Bank of Kenya Ltd ( $COOP),,"Aug 21, 2023 · 9:10 AM UTC","{'comments': 0, 'retweets': 6, 'quotes': 0, 'likes': 14}"
3628,https://twitter.com/cdsckenya/status/1693520078916988998#m,"EABL announced a final dividend of Kes.1.75 per share on July 28, 2023. (Interim: Ksh.3.75 paid in April) Their book closure date is September 15. Learn more insights about the stock in the table below. Talk to your stockbroker for stock investment advice. https://www.cdsckenya.com/investor-education/cda-list",,"Aug 21, 2023 · 7:07 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 2}"
3629,https://twitter.com/MusonyeEdwin/status/1693518091987140784#m,"I once called them (EABL) I wanted to plant in Kakamega; however, they told me that their variety only does well in Kisumu..",,"Aug 21, 2023 · 6:59 AM UTC","{'comments': 0, 'retweets': 1, 'quotes': 0, 'likes': 4}"
3630,https://twitter.com/Johnmx59441780/status/1693516809142509952#m,unakaa kadead mzee,,"Aug 21, 2023 · 6:54 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3631,https://twitter.com/MwalimuAmunga/status/1693494800438211004#m,it's business.   EABL then has to compete with the government to borrow from Equity Bank!  #Amunga #BusinessGrowth,,"Aug 21, 2023 · 5:26 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3632,https://twitter.com/MwalimuAmunga/status/1693494797875442114#m,East African Breweries reported a decrease in profit by 3.2B.   Half year profit by Equity Bank was 26.3B. That's 1B per week!  You know why?! Equity lent the government money.  EABL has no capacity to do business with government! It depends on the overburdened Kenyan to grow,,"Aug 21, 2023 · 5:26 AM UTC","{'comments': 2, 'retweets': 0, 'quotes': 0, 'likes': 1}"
3633,https://twitter.com/sir_albertooo/status/1693473749704556630#m,si muunde chrome pineapple. Sales zitaenda 📈,,"Aug 21, 2023 · 4:02 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3634,https://twitter.com/beasts_kjgreen/status/1693462724129280238#m,I saw that KCB is on a auction spree from English point to Hashi energy..No industry is safe if service industry is failing. Big players like @KCBGroup @KeEquityBank @SafaricomPLC @EABL_PLC should be play the social responsibility to influence policy in the interest of mwananchi.,,"Aug 21, 2023 · 3:19 AM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
3635,https://twitter.com/Yohlady_elsss/status/1693302253208174962#m,Do a short survey and share widely as you help others with the knowledge of drinking responsibly:  https://www.drinkiq.com/en-ke/ #sherehebilahasara #AIESECUON #DAO #Twendevasha #EABL,,"Aug 20, 2023 · 4:41 PM UTC","{'comments': 0, 'retweets': 0, 'quotes': 0, 'likes': 0}"
